304.9    15    32    51   112   455   727  1430  2625  4066
305.8    14    31    49   105   441   759  1392  2549  4026
306.6    14    29    46   101   410   669  1403  2453  3665
307.5    13    27    43    99   416   643  1454  2286  3853
308.4    12    26    40    98   426   637  1364  2205  3782
309.3    12    24    37    98   416   620  1299  2218  3561
310.2    12    23    34    97   369   579  1226  2275  3224
311.1    11    21    55    90   372   571  1188  2026  3382
312.0    10    44    29    84   361   561  1127  2046  3126
312.9    10    18    27    78   349   563  1054  1873  3269
313.8     9    17    24    78   338   524  1028  2049  3225
314.6     9    16    22    79   328   522   961  1937  3306
315.5     8    14    20    77   318   467  1147  1732  3046
316.4     8    13    18    73   307   456   996  1713  2957
317.3     7    12    17    69   303   442   979  1694  3026
318.2     7    12    16    75   272   430   922  1717  2628
319.1     7    12    14    72   268   431   939  1640  2598
320.0     6    11    13    72   256   469   929  1666  2697
320.9     6    11    12    72   230   447   919  1412  2658
321.8     6    11    12    78   204   401   774  1370  2503
322.6     6    11    12    78   191   400   709  1286  2102
323.5     6    12    12    76   194   375   658  1273  2200
324.4     6    12    12    74   183   327   695  1247  2255
325.3     6    13    13    76   171   308   655  1236  2155
326.2     7    13    15    71   160   306   625  1161  2030
327.1     7    14    16    65   151   291   613  1130  1784
328.0     7    16    18    62   141   264   524  1058  1870
328.9     8    17    20    56   129   241   481   958  1750
329.8     8    19    23    53   125   221   453   867  1699
330.6     9    20    26    52   120   218   406   796  1650
331.5    10    22    29    53   108   208   404   761  1401
332.4    11    24    32    53   102   181   375   619  1361
333.3    12    26    36    51    94   158   352   590  1110
334.2    12    28    39    49    87   153   328   604  1133
335.1    13    29    42    47    84   146   263   508  1095
336.0    14    31    45    47    77   132   233   455   969
336.9    15    33    49    49    66   121   207   366   838
337.8    16    35    51    53    60   116   166   356   734
338.6    17    38    54    56    53    95   141   334   570
339.5    18    39    57    58    51    81   116   307   517
340.4    19    41    60    60    53    75   120   262   454
341.3    20    43    63    63    55    71   117   221   395
342.2    21    45    66    64    54    69   110   191   371
343.1    22    48    69    64    52    69   102   179   310
344.0    23    49    72    62    52    74   105   185   265
344.9    23    51    74    61    54    78   106   188   274
345.8    24    52    78    63    58    84   112   198   283
346.6    25    55    80    64    64    92   127   208   275
347.5    27    57    83    66    69   101   143   216   281
348.4    27    59    86    68    76   110   162   247   275
349.3    28    60    88    72    84   122   177   274   295
350.2    29    62    90    76    93   137   218   311   305
351.1    30    64    92    82   101   153   244   363   369
352.0    31    66    96    86   108   168   256   414   400
352.9    31    68    99    90   114   180   267   426   442
353.8    32    69   100    95   120   194   270   444   489
354.6    32    70   103    99   126   201   274   483   511
355.5    33    72   105   105   132   206   300   525   534
356.4    34    74   107   110   139   222   329   553   610
357.3    35    75   111   114   145   238   336   605   649
358.2    36    77   114   119   149   243   357   623   694
359.1    37    78   118   124   151   249   393   634   749
